PING 8.8.8.8 (8.8.8.8): 56 data bytes
64 bytes from 8.8.8.8: icmp_seq=0 ttl=120 time=27.009 ms
64 bytes from 8.8.8.8: icmp_seq=1 ttl=120 time=22.750 ms
64 bytes from 8.8.8.8: icmp_seq=2 ttl=120 time=27.057 ms
64 bytes from 8.8.8.8: icmp_seq=3 ttl=120 time=31.025 ms
64 bytes from 8.8.8.8: icmp_seq=4 ttl=120 time=30.682 ms
64 bytes from 8.8.8.8: icmp_seq=5 ttl=120 time=36.358 ms
64 bytes from 8.8.8.8: icmp_seq=6 ttl=120 time=30.739 ms
64 bytes from 8.8.8.8: icmp_seq=7 ttl=120 time=277.241 ms
64 bytes from 8.8.8.8: icmp_seq=8 ttl=120 time=33.619 ms
64 bytes from 8.8.8.8: icmp_seq=9 ttl=120 time=45.861 ms
64 bytes from 8.8.8.8: icmp_seq=10 ttl=120 time=30.771 ms
64 bytes from 8.8.8.8: icmp_seq=11 ttl=120 time=26.891 ms
64 bytes from 8.8.8.8: icmp_seq=12 ttl=120 time=251.210 ms
64 bytes from 8.8.8.8: icmp_seq=13 ttl=120 time=29.804 ms
64 bytes from 8.8.8.8: icmp_seq=14 ttl=120 time=26.172 ms
64 bytes from 8.8.8.8: icmp_seq=15 ttl=120 time=32.631 ms
64 bytes from 8.8.8.8: icmp_seq=16 ttl=120 time=30.998 ms
64 bytes from 8.8.8.8: icmp_seq=17 ttl=120 time=63.305 ms
64 bytes from 8.8.8.8: icmp_seq=18 ttl=120 time=26.390 ms
64 bytes from 8.8.8.8: icmp_seq=19 ttl=120 time=37.084 ms
64 bytes from 8.8.8.8: icmp_seq=20 ttl=120 time=29.879 ms
64 bytes from 8.8.8.8: icmp_seq=21 ttl=120 time=29.119 ms
64 bytes from 8.8.8.8: icmp_seq=22 ttl=120 time=316.282 ms
64 bytes from 8.8.8.8: icmp_seq=23 ttl=120 time=28.985 ms
64 bytes from 8.8.8.8: icmp_seq=24 ttl=120 time=26.385 ms
64 bytes from 8.8.8.8: icmp_seq=25 ttl=120 time=28.215 ms
64 bytes from 8.8.8.8: icmp_seq=26 ttl=120 time=77.656 ms
64 bytes from 8.8.8.8: icmp_seq=27 ttl=120 time=157.789 ms
64 bytes from 8.8.8.8: icmp_seq=28 ttl=120 time=28.706 ms
64 bytes from 8.8.8.8: icmp_seq=29 ttl=120 time=28.619 ms
64 bytes from 8.8.8.8: icmp_seq=30 ttl=120 time=32.595 ms
64 bytes from 8.8.8.8: icmp_seq=31 ttl=120 time=280.819 ms
64 bytes from 8.8.8.8: icmp_seq=32 ttl=120 time=29.624 ms
64 bytes from 8.8.8.8: icmp_seq=33 ttl=120 time=42.200 ms
64 bytes from 8.8.8.8: icmp_seq=34 ttl=120 time=35.934 ms
64 bytes from 8.8.8.8: icmp_seq=35 ttl=120 time=36.304 ms
64 bytes from 8.8.8.8: icmp_seq=36 ttl=120 time=26.279 ms
64 bytes from 8.8.8.8: icmp_seq=37 ttl=120 time=227.088 ms
64 bytes from 8.8.8.8: icmp_seq=38 ttl=120 time=27.744 ms
64 bytes from 8.8.8.8: icmp_seq=39 ttl=120 time=25.995 ms
64 bytes from 8.8.8.8: icmp_seq=40 ttl=120 time=23.235 ms
64 bytes from 8.8.8.8: icmp_seq=41 ttl=120 time=59.739 ms
64 bytes from 8.8.8.8: icmp_seq=42 ttl=120 time=181.728 ms
64 bytes from 8.8.8.8: icmp_seq=43 ttl=120 time=74.965 ms
64 bytes from 8.8.8.8: icmp_seq=44 ttl=120 time=33.278 ms
64 bytes from 8.8.8.8: icmp_seq=45 ttl=120 time=30.168 ms
64 bytes from 8.8.8.8: icmp_seq=46 ttl=120 time=41.604 ms
64 bytes from 8.8.8.8: icmp_seq=47 ttl=120 time=292.315 ms
64 bytes from 8.8.8.8: icmp_seq=48 ttl=120 time=45.086 ms
64 bytes from 8.8.8.8: icmp_seq=49 ttl=120 time=36.360 ms
64 bytes from 8.8.8.8: icmp_seq=50 ttl=120 time=33.655 ms
64 bytes from 8.8.8.8: icmp_seq=51 ttl=120 time=31.401 ms
64 bytes from 8.8.8.8: icmp_seq=52 ttl=120 time=334.353 ms
64 bytes from 8.8.8.8: icmp_seq=53 ttl=120 time=30.462 ms
64 bytes from 8.8.8.8: icmp_seq=54 ttl=120 time=28.405 ms
64 bytes from 8.8.8.8: icmp_seq=55 ttl=120 time=39.510 ms
64 bytes from 8.8.8.8: icmp_seq=56 ttl=120 time=35.986 ms
64 bytes from 8.8.8.8: icmp_seq=57 ttl=120 time=192.415 ms
64 bytes from 8.8.8.8: icmp_seq=58 ttl=120 time=31.331 ms
64 bytes from 8.8.8.8: icmp_seq=59 ttl=120 time=27.218 ms
64 bytes from 8.8.8.8: icmp_seq=60 ttl=120 time=38.061 ms
64 bytes from 8.8.8.8: icmp_seq=61 ttl=120 time=39.800 ms
